period,source,record_id,answer,tags
1,owner_ofe,SWG-S1H2-001,S1-H2-ELEC-SWG,
1,owner_ofe,SWG-S1H2-002,S1-H2-ELEC-SWG,
1,owner_ofe,SWG-S1H2-003,S1-H2-ELEC-SWG,
1,owner_ofe,SWG-S1H2-004,S1-H2-ELEC-SWG,
1,owner_ofe,UPS-S1H2-001,S1-H2-ELEC-UPS,
1,owner_ofe,UPS-S1H2-002,S1-H2-ELEC-UPS,
1,owner_ofe,UPS-S1H2-003,S1-H2-ELEC-UPS,
1,owner_ofe,UPS-S1H2-004,S1-H2-ELEC-UPS,
1,owner_ofe,CRAH-S1H2-001,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-002,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-003,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-004,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-005,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-006,S1-H2-MECH-CRAH,
1,owner_ofe,CRAH-S1H2-007,S1-H2-MECH-CRAH,
1,owner_ofe,SWG-S1H3-001,S1-H3-ELEC-SWG,
1,owner_ofe,SWG-S1H3-002,S1-H3-ELEC-SWG,
1,owner_ofe,SWG-S1H3-003,S1-H3-ELEC-SWG,
1,owner_ofe,UPS-S1H3-001,S1-H3-ELEC-UPS,
1,owner_ofe,UPS-S1H3-002,S1-H3-ELEC-UPS,
1,owner_ofe,UPS-S1H3-003,S1-H3-ELEC-UPS,
1,owner_ofe,UPS-S1H3-004,S1-H3-ELEC-UPS,
1,owner_ofe,UPS-S1H3-005,S1-H3-ELEC-UPS,
1,owner_ofe,UPS-S1H3-006,S1-H3-ELEC-UPS,
1,owner_ofe,CRAH-S1H3-001,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-002,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-003,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-004,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-005,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-006,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-007,S1-H3-MECH-CRAH,
1,owner_ofe,CRAH-S1H3-008,S1-H3-MECH-CRAH,
2,owner_ofe,SWG-S1H1-001,S1-H1-ELEC-SWG,
2,owner_ofe,SWG-S1H1-002,S1-H1-ELEC-SWG,
2,owner_ofe,SWG-S1H1-003,S1-H1-ELEC-SWG,
2,owner_ofe,SWG-S1H1-004,S1-H1-ELEC-SWG,
2,owner_ofe,UPS-S1H1-001,S1-H1-ELEC-UPS,
2,owner_ofe,UPS-S1H1-002,S1-H1-ELEC-UPS,
2,owner_ofe,UPS-S1H1-003,S1-H1-ELEC-UPS,
2,owner_ofe,UPS-S1H1-004,S1-H1-ELEC-UPS,
2,owner_ofe,UPS-S1H1-005,S1-H1-ELEC-UPS,
2,owner_ofe,UPS-S1H1-006,S1-H1-ELEC-UPS,
2,owner_ofe,CRAH-S1H1-001,S1-H1-MECH-CRAH,
2,owner_ofe,CRAH-S1H1-002,S1-H1-MECH-CRAH,
2,owner_ofe,CRAH-S1H1-003,S1-H1-MECH-CRAH,
2,owner_ofe,CRAH-S1H1-004,S1-H1-MECH-CRAH,
2,owner_ofe,CRAH-S1H1-005,S1-H1-MECH-CRAH,
2,owner_ofe,CRAH-S1H1-006,S1-H1-MECH-CRAH,
2,owner_ofe,SWG-S1H2-001,S1-H2-ELEC-SWG,
2,owner_ofe,SWG-S1H2-002,S1-H2-ELEC-SWG,
2,owner_ofe,SWG-S1H2-003,S1-H2-ELEC-SWG,
2,owner_ofe,SWG-S1H2-004,S1-H2-ELEC-SWG,
2,owner_ofe,UPS-S1H2-001,S1-H2-ELEC-UPS,
2,owner_ofe,UPS-S1H2-002,S1-H2-ELEC-UPS,
2,owner_ofe,UPS-S1H2-003,S1-H2-ELEC-UPS,
2,owner_ofe,UPS-S1H2-004,S1-H2-ELEC-UPS,
2,owner_ofe,CRAH-S1H2-001,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-002,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-003,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-004,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-005,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-006,S1-H2-MECH-CRAH,
2,owner_ofe,CRAH-S1H2-007,S1-H2-MECH-CRAH,
2,owner_ofe,SWG-S1H3-001,S1-H3-ELEC-SWG,
2,owner_ofe,SWG-S1H3-002,S1-H3-ELEC-SWG,
2,owner_ofe,SWG-S1H3-003,S1-H3-ELEC-SWG,
2,owner_ofe,UPS-S1H3-001,S1-H3-ELEC-UPS,
2,owner_ofe,UPS-S1H3-002,S1-H3-ELEC-UPS,
2,owner_ofe,UPS-S1H3-003,S1-H3-ELEC-UPS,
2,owner_ofe,UPS-S1H3-004,S1-H3-ELEC-UPS,
2,owner_ofe,UPS-S1H3-005,S1-H3-ELEC-UPS,
2,owner_ofe,UPS-S1H3-006,S1-H3-ELEC-UPS,
2,owner_ofe,CRAH-S1H3-001,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-002,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-003,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-004,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-005,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-006,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-007,S1-H3-MECH-CRAH,
2,owner_ofe,CRAH-S1H3-008,S1-H3-MECH-CRAH,
3,owner_ofe,SWG-S1H1-001,S1-H1-ELEC-SWG,
3,owner_ofe,SWG-S1H1-002,S1-H1-ELEC-SWG,
3,owner_ofe,SWG-S1H1-003,S1-H1-ELEC-SWG,
3,owner_ofe,SWG-S1H1-004,S1-H1-ELEC-SWG,
3,owner_ofe,UPS-S1H1-001,S1-H1-ELEC-UPS,
3,owner_ofe,UPS-S1H1-002,S1-H1-ELEC-UPS,
3,owner_ofe,UPS-S1H1-003,S1-H1-ELEC-UPS,
3,owner_ofe,UPS-S1H1-004,S1-H1-ELEC-UPS,
3,owner_ofe,UPS-S1H1-005,S1-H1-ELEC-UPS,
3,owner_ofe,UPS-S1H1-006,S1-H1-ELEC-UPS,
3,owner_ofe,CRAH-S1H1-001,S1-H1-MECH-CRAH,
3,owner_ofe,CRAH-S1H1-002,S1-H1-MECH-CRAH,
3,owner_ofe,CRAH-S1H1-003,S1-H1-MECH-CRAH,
3,owner_ofe,CRAH-S1H1-004,S1-H1-MECH-CRAH,
3,owner_ofe,CRAH-S1H1-005,S1-H1-MECH-CRAH,
3,owner_ofe,CRAH-S1H1-006,S1-H1-MECH-CRAH,
3,owner_ofe,SWG-S1H2-001,S1-H2-ELEC-SWG,
3,owner_ofe,SWG-S1H2-002,S1-H2-ELEC-SWG,
3,owner_ofe,SWG-S1H2-003,S1-H2-ELEC-SWG,
3,owner_ofe,SWG-S1H2-004,S1-H2-ELEC-SWG,
3,owner_ofe,UPS-S1H2-001,S1-H2-ELEC-UPS,
3,owner_ofe,UPS-S1H2-002,S1-H2-ELEC-UPS,
3,owner_ofe,UPS-S1H2-003,S1-H2-ELEC-UPS,
3,owner_ofe,UPS-S1H2-004,S1-H2-ELEC-UPS,
3,owner_ofe,CRAH-S1H2-001,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-002,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-003,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-004,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-005,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-006,S1-H2-MECH-CRAH,
3,owner_ofe,CRAH-S1H2-007,S1-H2-MECH-CRAH,
3,owner_ofe,SWG-S1H3-001,S1-H3-ELEC-SWG,
3,owner_ofe,SWG-S1H3-002,S1-H3-ELEC-SWG,
3,owner_ofe,SWG-S1H3-003,S1-H3-ELEC-SWG,
3,owner_ofe,UPS-S1H3-001,S1-H3-ELEC-UPS,
3,owner_ofe,UPS-S1H3-002,S1-H3-ELEC-UPS,
3,owner_ofe,UPS-S1H3-003,S1-H3-ELEC-UPS,
3,owner_ofe,UPS-S1H3-004,S1-H3-ELEC-UPS,
3,owner_ofe,UPS-S1H3-005,S1-H3-ELEC-UPS,
3,owner_ofe,UPS-S1H3-006,S1-H3-ELEC-UPS,
3,owner_ofe,CRAH-S1H3-001,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-002,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-003,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-004,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-005,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-006,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-007,S1-H3-MECH-CRAH,
3,owner_ofe,CRAH-S1H3-008,S1-H3-MECH-CRAH,
1,nb_schedule,NB100001,S1-H1-ELEC-SWG,
1,nb_schedule,NB100002,S1-H1-ELEC-SWG,
1,nb_schedule,NB100003,S1-H1-ELEC-SWG,
1,nb_schedule,NB100004,S1-H1-ELEC-SWG,
1,nb_schedule,NB100005,S1-H1-ELEC-SWG,
1,nb_schedule,NB100006,S1-H1-ELEC-SWG,
1,nb_schedule,NB100007,S1-H1-ELEC-SWG,
1,nb_schedule,NB100008,S1-H1-ELEC-SWG,
1,nb_schedule,NB100009,S1-H1-ELEC-SWG,
1,nb_schedule,NB100010,S1-H1-ELEC-SWG,
1,nb_schedule,NB100011,S1-H1-ELEC-SWG,
1,nb_schedule,NB100012,S1-H1-ELEC-SWG,
1,nb_schedule,NB100013,S1-H1-ELEC-UPS,
1,nb_schedule,NB100014,S1-H1-ELEC-UPS,
1,nb_schedule,NB100015,S1-H1-ELEC-UPS,
1,nb_schedule,NB100016,S1-H1-ELEC-UPS,
1,nb_schedule,NB100017,S1-H1-ELEC-UPS,
1,nb_schedule,NB100018,S1-H1-ELEC-UPS,
1,nb_schedule,NB100019,S1-H1-ELEC-UPS,dup_id
1,nb_schedule,NB100020,S1-H1-ELEC-UPS,dup_id
1,nb_schedule,NB100021,S1-H1-ELEC-UPS,
1,nb_schedule,NB100022,S1-H1-ELEC-UPS,
1,nb_schedule,NB100023,S1-H1-ELEC-UPS,
1,nb_schedule,NB100024,S1-H1-ELEC-UPS,
1,nb_schedule,NB100025,S1-H1-ELEC-UPS,
1,nb_schedule,NB100026,S1-H1-ELEC-UPS,
1,nb_schedule,NB100027,S1-H1-ELEC-UPS,
1,nb_schedule,NB100028,S1-H1-ELEC-UPS,
1,nb_schedule,NB100029,S1-H1-ELEC-UPS,
1,nb_schedule,NB100030,S1-H1-ELEC-UPS,
1,nb_schedule,NB100031,S1-H1-ELEC-BUS,
1,nb_schedule,NB100032,S1-H1-ELEC-BUS,
1,nb_schedule,NB100033,S1-H1-ELEC-BUS,
1,nb_schedule,NB100034,S1-H1-ELEC-BUS,
1,nb_schedule,NB100035,S1-H1-ELEC-BUS,
1,nb_schedule,NB100036,S1-H1-ELEC-BUS,
1,nb_schedule,NB100037,S1-H1-ELEC-BUS,
1,nb_schedule,NB100038,S1-H1-ELEC-BUS,
1,nb_schedule,NB100039,S1-H1-ELEC-BUS,blank_id
1,nb_schedule,NB100040,S1-H1-ELEC-BUS,
1,nb_schedule,NB100041,S1-H1-ELEC-BUS,
1,nb_schedule,NB100042,S1-H1-ELEC-BUS,
1,nb_schedule,NB100043,S1-H1-ELEC-BUS,|ambiguous_id
1,nb_schedule,NB100043,S1-H1-ELEC-BUS,dup_id|ambiguous_id
1,nb_schedule,NB100045,S1-H1-ELEC-BUS,
1,nb_schedule,NB100046,S1-H1-ELEC-BUS,
1,nb_schedule,NB100047,S1-H1-ELEC-BUS,
1,nb_schedule,NB100048,S1-H1-ELEC-BUS,
1,nb_schedule,NB100049,S1-H1-MECH-CRAH,
1,nb_schedule,NB100050,S1-H1-MECH-CRAH,
1,nb_schedule,NB100051,S1-H1-MECH-CRAH,
1,nb_schedule,NB100052,S1-H1-MECH-CRAH,
1,nb_schedule,NB100053,S1-H1-MECH-CRAH,
1,nb_schedule,NB100054,S1-H1-MECH-CRAH,
1,nb_schedule,NB100055,S1-H1-MECH-CRAH,
1,nb_schedule,NB100056,S1-H1-MECH-CRAH,
1,nb_schedule,NB100057,S1-H1-MECH-CRAH,
1,nb_schedule,NB100058,S1-H1-MECH-CRAH,
1,nb_schedule,NB100059,S1-H1-MECH-CRAH,
1,nb_schedule,NB100060,S1-H1-MECH-CRAH,
1,nb_schedule,NB100061,S1-H1-MECH-CRAH,
1,nb_schedule,NB100062,S1-H1-MECH-CRAH,
1,nb_schedule,NB100063,S1-H1-MECH-CRAH,
1,nb_schedule,NB100064,S1-H1-MECH-CRAH,
1,nb_schedule,NB100065,S1-H1-MECH-CRAH,
1,nb_schedule,NB100066,S1-H1-MECH-CRAH,
1,nb_schedule,NB100067,S1-H1-MECH-CHW,
1,nb_schedule,NB100068,S1-H1-MECH-CHW,
1,nb_schedule,NB100069,S1-H1-MECH-CHW,
1,nb_schedule,NB100070,S1-H1-MECH-CHW,
1,nb_schedule,NB100071,S1-H1-MECH-CHW,
1,nb_schedule,NB100072,S1-H1-MECH-CHW,
1,nb_schedule,NB100073,S1-H1-MECH-CHW,
1,nb_schedule,NB100074,S1-H1-MECH-CHW,
1,nb_schedule,NB100075,S1-H1-MECH-CHW,
1,nb_schedule,NB100076,S1-H1-CTRL-BMS,
1,nb_schedule,NB100077,S1-H1-CTRL-BMS,
1,nb_schedule,NB100078,S1-H1-CTRL-BMS,
1,nb_schedule,NB100079,S1-H1-CTRL-BMS,
1,nb_schedule,NB100080,S1-H1-CTRL-BMS,
1,nb_schedule,NB100081,S1-H1-CTRL-BMS,
1,nb_schedule,NB100082,S1-H1-CTRL-BMS,
1,nb_schedule,NB100083,S1-H1-CTRL-BMS,
1,nb_schedule,NB100084,S1-H1-CTRL-BMS,
1,nb_schedule,NB100085,S1-H1-CTRL-BMS,
1,nb_schedule,NB100086,S1-H1-CTRL-BMS,
1,nb_schedule,NB100087,S1-H1-CTRL-BMS,
1,nb_schedule,NB100088,S1-H1-CTRL-BMS,
1,nb_schedule,NB100089,S1-H1-CTRL-BMS,
1,nb_schedule,NB100090,S1-H1-CTRL-BMS,
1,nb_schedule,NB100091,S1-H1-CTRL-BMS,dup_id
1,nb_schedule,NB100092,S1-H1-CTRL-BMS,
1,nb_schedule,NB100093,S1-H1-CTRL-BMS,
1,nb_schedule,NB100094,S1-H1-CTRL-BMS,
1,nb_schedule,NB100095,S1-H1-CTRL-BMS,
1,nb_schedule,NB100096,S1-H1-CTRL-BMS,
1,nb_schedule,NB100097,S1-H1-CTRL-BMS,
1,nb_schedule,NB100098,S1-H1-CTRL-BMS,
1,nb_schedule,NB100099,S1-H1-CTRL-BMS,
1,nb_schedule,NB100100,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100101,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100102,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100103,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100104,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100105,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100106,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100107,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100108,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100109,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100110,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100111,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100112,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100113,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100114,S1-H1-CTRL-EPMS,
1,nb_schedule,NB100115,S1-H2-ELEC-SWG,
1,nb_schedule,NB100116,S1-H2-ELEC-SWG,
1,nb_schedule,NB100117,S1-H2-ELEC-SWG,
1,nb_schedule,NB100118,S1-H2-ELEC-SWG,
1,nb_schedule,NB100119,S1-H2-ELEC-SWG,
1,nb_schedule,NB100120,S1-H2-ELEC-SWG,
1,nb_schedule,NB100121,S1-H2-ELEC-SWG,
1,nb_schedule,NB100122,S1-H2-ELEC-SWG,
1,nb_schedule,NB100123,S1-H2-ELEC-SWG,
1,nb_schedule,NB100124,S1-H2-ELEC-SWG,dup_id
1,nb_schedule,NB100125,S1-H2-ELEC-SWG,
1,nb_schedule,NB100126,S1-H2-ELEC-SWG,
1,nb_schedule,NB100127,S1-H2-ELEC-UPS,blank_id
1,nb_schedule,NB100128,S1-H2-ELEC-UPS,blank_id
1,nb_schedule,NB100129,S1-H2-ELEC-UPS,
1,nb_schedule,NB100130,S1-H2-ELEC-UPS,
1,nb_schedule,NB100131,S1-H2-ELEC-UPS,
1,nb_schedule,NB100132,S1-H2-ELEC-UPS,
1,nb_schedule,NB100133,S1-H2-ELEC-UPS,
1,nb_schedule,NB100134,S1-H2-ELEC-UPS,blank_id|blank_id
1,nb_schedule,NB100135,S1-H2-ELEC-UPS,
1,nb_schedule,NB100136,S1-H2-ELEC-UPS,
1,nb_schedule,NB100137,S1-H2-ELEC-UPS,
1,nb_schedule,NB100138,S1-H2-ELEC-UPS,
1,nb_schedule,NB100139,S1-H2-ELEC-BUS,
1,nb_schedule,NB100140,S1-H2-ELEC-BUS,
1,nb_schedule,NB100141,S1-H2-ELEC-BUS,
1,nb_schedule,NB100142,S1-H2-ELEC-BUS,
1,nb_schedule,NB100143,S1-H2-ELEC-BUS,
1,nb_schedule,NB100144,S1-H2-ELEC-BUS,
1,nb_schedule,NB100145,S1-H2-ELEC-BUS,
1,nb_schedule,NB100146,S1-H2-ELEC-BUS,
1,nb_schedule,NB100147,S1-H2-ELEC-BUS,
1,nb_schedule,NB100148,S1-H2-ELEC-BUS,
1,nb_schedule,NB100149,S1-H2-ELEC-BUS,
1,nb_schedule,NB100150,S1-H2-ELEC-BUS,
1,nb_schedule,NB100151,S1-H2-ELEC-BUS,
1,nb_schedule,NB100152,S1-H2-ELEC-BUS,
1,nb_schedule,NB100153,S1-H2-ELEC-BUS,
1,nb_schedule,NB100154,S1-H2-ELEC-BUS,
1,nb_schedule,NB100155,S1-H2-ELEC-BUS,
1,nb_schedule,NB100156,S1-H2-ELEC-BUS,
1,nb_schedule,NB100157,S1-H2-ELEC-BUS,
1,nb_schedule,NB100158,S1-H2-ELEC-BUS,
1,nb_schedule,NB100159,S1-H2-ELEC-BUS,
1,nb_schedule,NB100160,S1-H2-ELEC-BUS,
1,nb_schedule,NB100161,S1-H2-ELEC-BUS,blank_id
1,nb_schedule,NB100162,S1-H2-ELEC-BUS,
1,nb_schedule,NB100163,S1-H2-MECH-CRAH,
1,nb_schedule,NB100164,S1-H2-MECH-CRAH,
1,nb_schedule,NB100165,S1-H2-MECH-CRAH,
1,nb_schedule,NB100166,S1-H2-MECH-CRAH,
1,nb_schedule,NB100167,S1-H2-MECH-CRAH,
1,nb_schedule,NB100168,S1-H2-MECH-CRAH,
1,nb_schedule,NB100169,S1-H2-MECH-CRAH,
1,nb_schedule,NB100170,S1-H2-MECH-CRAH,
1,nb_schedule,NB100171,S1-H2-MECH-CRAH,
1,nb_schedule,NB100172,S1-H2-MECH-CRAH,
1,nb_schedule,NB100173,S1-H2-MECH-CRAH,
1,nb_schedule,NB100174,S1-H2-MECH-CRAH,
1,nb_schedule,NB100175,S1-H2-MECH-CRAH,
1,nb_schedule,NB100176,S1-H2-MECH-CRAH,
1,nb_schedule,NB100177,S1-H2-MECH-CRAH,
1,nb_schedule,NB100178,S1-H2-MECH-CRAH,
1,nb_schedule,NB100179,S1-H2-MECH-CRAH,
1,nb_schedule,NB100180,S1-H2-MECH-CRAH,
1,nb_schedule,NB100181,S1-H2-MECH-CRAH,dup_id
1,nb_schedule,NB100182,S1-H2-MECH-CRAH,
1,nb_schedule,NB100183,S1-H2-MECH-CRAH,
1,nb_schedule,NB100184,S1-H2-MECH-CHW,
1,nb_schedule,NB100185,S1-H2-MECH-CHW,
1,nb_schedule,NB100186,S1-H2-MECH-CHW,
1,nb_schedule,NB100187,S1-H2-MECH-CHW,
1,nb_schedule,NB100188,S1-H2-MECH-CHW,
1,nb_schedule,NB100189,S1-H2-MECH-CHW,
1,nb_schedule,NB100190,S1-H2-CTRL-BMS,blank_id
1,nb_schedule,NB100191,S1-H2-CTRL-BMS,
1,nb_schedule,NB100192,S1-H2-CTRL-BMS,
1,nb_schedule,NB100193,S1-H2-CTRL-BMS,
1,nb_schedule,NB100194,S1-H2-CTRL-BMS,
1,nb_schedule,NB100195,S1-H2-CTRL-BMS,
1,nb_schedule,NB100196,S1-H2-CTRL-BMS,
1,nb_schedule,NB100197,S1-H2-CTRL-BMS,
1,nb_schedule,NB100198,S1-H2-CTRL-BMS,
1,nb_schedule,NB100199,S1-H2-CTRL-BMS,
1,nb_schedule,NB100200,S1-H2-CTRL-BMS,
1,nb_schedule,NB100201,S1-H2-CTRL-BMS,
1,nb_schedule,NB100202,S1-H2-CTRL-BMS,
1,nb_schedule,NB100203,S1-H2-CTRL-BMS,
1,nb_schedule,NB100204,S1-H2-CTRL-BMS,
