Activity ID,Activity Name,WBS Code,Start,Finish,Activity % Complete
NB100154,Receive & set Hall 2 Power track Run 2-06,DC-1.H2.E.BUS,2025-10-03,2025-12-10,0
NB100155,Install & terminate Hall 2 Power track Run 2-06,DC-1.H2.E.BUS,2026-01-14,2026-03-04,91
NB100156,Test & energize Hall 2 Power track Run 2-06,DC-1.H2.E.BUS,2026-02-03,2026-05-04,0.0
NB111666,Receive & set Hall 2 Power track Run 2-07,DC-1.H2.E.BUS,2025-11-28,2025-12-25,100
NB100158,Install & terminate Hall 2 Power track Run 2-07,DC-1.H2.E.BUS,2026-02-17,2026-05-21,0
NB111667,Test & energize Hall 2 Power track Run 2-07,DC-1.H2.E.BUS,2026-01-16,2026-02-19,0.0
NB100160,Receive & set Hall 2 Power track Run 2-08,DC-1.H2.E.BUS,2026-04-14,2026-05-26,0
NB100161,Receive & set Hall 2 Power track Run 2-08,DC-1.H2.E.BUS,2025-11-10,2026-01-16,35
NB100162,Test & energize Hall 2 Power track Run 2-08,DC-1.H2.E.BUS,2025-11-03,2026-01-21,0
NB111668,Set Hall 2 Computer Room Air Handler Unit 2-01,DC-1.H2.M.CRAH,2026-01-06,2026-02-14,65
NB100164,Install & connect Hall 2 Computer Room Air Handler Unit 2-01,DC-1.H2.M.CRAH,2026-01-13,2026-04-07,0
NB100165,Flush & commission Hall 2 Computer Room Air Handler Unit 2-01,DC-1.H2.M.CRAH,2025-11-17,2026-01-05,64
NB100166,Set Hall 2 Computer Room Air Handler Unit 2-02,DC-1.H2.M.CRAH,2025-10-04,2026-02-16,6
NB100167,Install & connect Hall 2 Computer Room Air Handler Unit 2-02,DC-1.H2.M.CRAH,2026-03-11,2026-05-08,0
NB100168,Flush & commission Hall 2 Computer Room Air Handler Unit 2-02,DC-1.H2.M.CRAH,2025-10-23,2026-01-22,38
NB100169,Set Hall 2 Computer Room Air Handler Unit 2-03,DC-1.H2.M.CRAH,2025-12-01,2026-03-18,25
NB100170,Install & connect Hall 2 Computer Room Air Handler Unit 2-03,DC-1.H2.M.CRAH,2025-10-03,2025-12-23,22
NB100171,Flush & commission Hall 2 Computer Room Air Handler Unit 2-03,DC-1.H2.M.CRAH,2025-12-20,2026-01-27,55
NB100172,Set Hall 2 Computer Room Air Handler Unit 2-04,DC-1.H2.M.CRAH,2025-10-10,2026-02-20,5
NB100173,Install & connect Hall 2 Computer Room Air Handler Unit 2-04,DC-1.H2.M.CRAH,2025-10-13,2025-11-09,58
NB100174,Flush & commission Hall 2 Computer Room Air Handler Unit 2-04,DC-1.H2.M.CRAH,2026-02-07,2026-04-28,0.216
NB100175,Set Hall 2 Computer Room Air Handler Unit 2-05,DC-1.H2.M.CRAH,2025-11-30,2025-12-20,63
NB100176,Install & connect Hall 2 Computer Room Air Handler Unit 2-05,DC-1.H2.M.CRAH,2026-01-11,2026-03-25,45
NB111650,Flush & commission Hall 2 Computer Room Air Handler Unit 2-05,DC-1.H2.M.CRAH,2025-11-26,2026-04-21,0
NB100178,Set Hall 2 Computer Room Air Handler Unit 2-06,DC-1.H2.M.CRAH,2026-01-28,2026-05-30,13
NB100179,Install & connect Hall 2 Computer Room Air Handler Unit 2-06,DC-1.H2.M.CRAH,2026-03-21,2026-07-25,0.0
NB111651,Flush & commission Hall 2 Computer Room Air Handler Unit 2-06,DC-1.H2.M.CRAH,2025-11-23,2026-03-26,12
NB100181,Set Hall 2 Computer Room Air Handler Unit 2-07,DC-1.H2.M.CRAH,2026-02-22,2026-05-09,0
NB100182,Install & connect Hall 2 Computer Room Air Handler Unit 2-07,DC-1.H2.M.CRAH,2026-03-15,2026-05-26,0
NB100183,Flush & commission Hall 2 Computer Room Air Handler Unit 2-07,DC-1.H2.M.CRAH,2025-12-09,2026-04-11,15
NB100184,Set Hall 2 Process cooling water Loop 2A,DC-1.H2.M.CHW,2025-12-15,2026-03-29,0
NB100185,Install & connect Hall 2 Process cooling water Loop 2A,DC-1.H2.M.CHW,2026-02-09,2026-06-17,0
NB100186,Flush & commission Hall 2 Process cooling water Loop 2A,DC-1.H2.M.CHW,2025-10-07,2025-12-27,0
NB100187,Set Hall 2 Procses cooling water Loop 2B,DC-1.H2.M.CHW,2025-12-31,2026-04-23,0
NB100188,Install & connect Hall 2 Process cooling water Loop 2B,DC-1.H2.M.CHW,2025-11-09,2026-02-08,0
NB100189,Flush & commission Hall 2 Process cooling water Loop 2B,DC-1.H2.M.CHW,2025-11-28,2026-02-14,29
NB100190,Install panels Hall 2 BMS Panel DDC-201,DC-1.H2.C.BMS,2025-11-10,2026-03-04,10
NB100191,Program Hall 2 BMS Panel DDC-201,DC-1.H2.C.BMS,2025-12-01,2026-04-28,0.0
NB100192,Integrated test Hall 2 BMS Panel DDC-201,DC-1.H2.C.BMS,2025-12-10,2026-02-05,0
NB100193,Install panels Hall 2 BMS Panel DDC-202,DC-1.H2.C.BMS,2026-04-06,2026-06-05,28
NB111652,Program Hall 2 BMS Panel DDC-202,DC-1.H2.C.BMS,2026-04-09,2026-06-11,42
NB100195,Integrated test Hall 2 BMS Panel DDC-202,DC-1.H2.C.BMS,2025-10-11,2026-03-09,0
NB100196,,DC-1.H2.C.BMS,2026-01-20,2026-03-21,0
NB100197,Program Hall 2 BMS Panel DDC-203,DC-1.H2.C.BMS,2025-12-02,2026-03-18,22
NB100198,Integrated test Hall 2 BMS Panel DDC-203,DC-1.H2.C.BMS,2026-03-31,2026-07-06,29
NB100199,Install panels Hall 2 BMS Panel DDC-204,DC-1.H2.C.BMS,2025-12-01,2026-03-20,40
NB100200,Program Hall 2 BMS Panel DDC-204,DC-1.H2.C.BMS,2025-11-01,2025-12-23,0
NB100201,Integrated test Hall 2 BMS Panel DDC-204,DC-1.H2.C.BMS,2026-02-08,2026-03-23,62
NB100202,Install panels Hall 2 BMS Panel DDC-205,DC-1.H2.C.BMS,2026-03-01,2026-04-02,0
NB100203,Program Hall 2 BMS Panel DDC-205,DC-1.H2.C.BMS,2025-10-28,2026-03-03,0
NB100204,Integrated test Hall 2 BMS Panel DDC-205,DC-1.H2.C.BMS,2026-01-17,2026-02-24,0
NB100205,Install panels Hall 2 BMS Panel DDC-206,DC-1.H2.C.BMS,2026-04-16,2026-05-14,41
NB100206,Program Hall 2 BMS Panel DDC-206,DC-1.H2.C.BMS,2026-01-06,2026-02-01,0.41
NB100207,Integrated test Hall 2 BMS Panel DDC-206,DC-1.H2.C.BMS,2025-10-01,2025-12-26,33
NB100208,Install panels Hall 2 BMS Panel DDC-207,DC-1.H2.C.BMS,2026-02-13,2026-04-09,44
NB111669,Program Hall 2 BMS Panel DDC-207,DC-1.H2.C.BMS,2026-01-14,2026-06-11,0
NB100210,Integrated test Hall 2 BMS Panel DDC-207,DC-1.H2.C.BMS,2026-03-25,2026-05-19,53
NB100211,Install panels Hall 2 PQ meters Meter set 201,DC-1.H2.C.EPMS,2025-11-26,2025-12-26,67
NB100212,Program Hall 2 PQ meters Meter set 201,DC-1.H2.C.EPMS,2026-03-31,2026-07-28,0
NB111653,Integrated test Hall 2 PQ meters Meter set 201,DC-1.H2.C.EPMS,2026-02-15,2026-04-23,31
NB100214,Install panels Hall 2 PQ meters Meter set 202,DC-1.H2.C.EPMS,2026-01-24,2026-06-05,9
NB100215,Program Hall 2 PQ meters Meter set 202,DC-1.H2.C.EPMS,2025-12-19,2026-04-07,15
NB100216,Integrated test Hall 2 PQ meters Meter set 202,DC-1.H2.C.EPMS,2025-11-11,2026-01-27,32
NB100217,Install panels Hall 2 PQ meters Meter set 203,DC-1.H2.C.EPMS,2025-11-12,2025-12-12,0
NB100218,Program Hall 2 PQ meters Meter set 203,DC-1.H2.C.EPMS,2026-01-10,2026-03-05,42
NB100219,Integrated test Hall 2 PQ meters Meter set 203,DC-1.H2.C.EPMS,2026-02-19,2026-05-07,30
NB100220,Install panels Hall 2 PQ meters Meter set 204,DC-1.H2.C.EPMS,2026-03-14,2026-05-11,0
NB100221,Program Hall 2 PQ meters Meter set 204,DC-1.H2.C.EPMS,2025-12-11,2026-04-10,0
NB100222,Integrated test Hall 2 PQ meters Meter set 204,DC-1.H2.C.EPMS,2025-10-03,2025-12-22,26
NB100223,Install panels Hall 2 PQ meters Meter set 205,DC-1.H2.C.EPMS,2026-01-02,2026-03-04,0.346
NB100224,Program Hall 2 PQ meters Meter set 205,DC-1.H2.C.EPMS,2025-10-10,2025-11-19,68
NB100225,Integrated test Hall 2 PQ meters Meter set 205,DC-1.H2.C.EPMS,2026-01-19,2026-05-23,0
NB100226,Install panels Hall 2 PQ meters Meter set 206,DC-1.H2.C.EPMS,2025-11-24,2026-03-20,0
NB100227,Program Hall 2 PQ meters Meter set 206,DC-1.H2.C.EPMS,2026-02-12,2026-05-10,29
NB100228,Integrated test Hall 2 PQ meters Meter set 206,DC-1.H2.C.EPMS,2026-03-22,2026-06-03,37
NB100229,Receive & set Hall 3 Switch Gear Lineup 3A,DC-1.H3.E.SWG,2025-11-22,2026-01-20,55
NB111654,Install & terminate Hall 3 Switch Gear Lineup 3A,DC-1.H3.E.SWG,2026-02-16,2026-07-14,0
NB100231,Test & energize Hall 3 Switch Gear Lineup 3A,DC-1.H3.E.SWG,2025-11-02,2026-01-12,0
NB100232,Receive & set Hall 3 Switch Gear Lineup 3B,DC-1.H3.E.SWG,2025-12-12,2026-01-02,56
NB100233,Install & terminate Hall 3 Switch Gear Lineup 3B,DC-1.H3.E.SWG,2026-02-18,2026-03-20,39
NB100234,Test & energize Hall 3 Switch Gear Lineup 3B,DC-1.H3.E.SWG,2026-03-18,2026-04-27,0.606
NB100235,Receive & set Hall 3 Switch Gear Lineup 3C,DC-1.H3.E.SWG,2026-03-30,2026-05-18,93
NB100236,Install & terminate Hall 3 Switch Gear Lineup 3C,DC-1.H3.E.SWG,2026-03-18,2026-04-07,0
