Activity ID,Activity Name,WBS Code,Start,Finish,Activity % Complete
NB100092,Program Hall 1 BMS Panel DDC-106,25.10.H1.BMS,2025-10-28,2025-11-19,50
NB100093,Integrated test Hall 1 BMS Panel DDC-106,25.10.H1.BMS,2026-01-11,2026-06-10,0
NB100094,Install panels Hall 1 BMS Panel DDC-107,25.10.H1.BMS,2025-11-26,2026-01-14,0
NB100095,Program Hall 1 BMS Panel DDC-107,25.10.H1.BMS,2026-03-25,2026-07-03,0
NB100096,Integrated test Hall 1 BMS Panel DDC-107,25.10.H1.BMS,2026-02-07,2026-05-26,10
NB100097,Install panels Hall 1 BMS Panel DDC-108,25.10.H1.BMS,2025-11-26,2026-01-04,0
NB100098,Program Hall 1 BMS Panel DDC-108,25.10.H1.BMS,2026-02-04,2026-06-18,0
NB100099,Integrated test Hall 1 BMS Panel DDC-108,25.10.H1.BMS,2025-12-11,2026-02-10,0
NB100100,Install panels Hall 1 PQ meters Meter set 101,25.30.H1.EPMS,2025-10-29,2026-02-24,0
NB100101,Program Hall 1 PQ meters Meter set 101,25.30.H1.EPMS,2025-12-10,2026-03-15,15
NB100102,Integrated test Hall 1 PQ meters Meter set 101,25.30.H1.EPMS,2025-10-17,2026-03-05,0
NB100103,Install panels Hall 1 PQ meters Meter set 102,25.30.H1.EPMS,2025-11-04,2026-01-23,17
NB100104,Program Hall 1 PQ meters Meter set 102,25.30.H1.EPMS,2025-12-21,2026-05-18,0
NB100105,Integrated test Hall 1 PQ meters Meter set 102,25.30.H1.EPMS,2025-12-20,2026-03-29,0
NB100106,Install panels Hall 1 PQ meters Meter set 103,25.30.H1.EPMS,2025-12-19,2026-02-25,0
NB100107,Program Hall 1 PQ meters Meter set 103,25.30.H1.EPMS,2025-11-25,2025-12-20,48
NB100108,Integrated test Hall 1 PQ meters Meter set 103,25.30.H1.EPMS,2025-11-22,2026-03-11,0
NB100109,Install panels Hall 1 PQ meters Meter set 104,25.30.H1.EPMS,2026-03-27,2026-04-29,0
NB111647,,25.30.H1.EPMS,2025-10-23,2025-12-08,60
NB100111,Integrated test Hall 1 PQ meters Meter set 104,25.30.H1.EPMS,2026-01-31,2026-06-13,0
NB100112,Install panels Hall 1 PQ meters Meter set 105,25.30.H1.EPMS,2025-12-20,2026-02-03,0
NB100113,Program Hall 1 PQ meters Meter set 105,25.30.H1.EPMS,2026-04-06,2026-08-25,0
NB111648,Integrated test Hall 1 PQ meters Meter set 105,25.30.H1.EPMS,2026-03-31,2026-07-25,0
NB100115,Receive & set Hall 2 Switch Gear Lineup 2A,26.13.H2.SWG,2025-12-04,2026-03-03,15
NB111649,Install & terminate Hall 2 Switch Gear Lineup 2A,26.13.H2.SWG,2026-04-04,2026-07-30,0
NB100117,Test & energize Hall 2 Switch Gear Lineup 2A,26.13.H2.SWG,2026-02-23,2026-03-20,0
NB100118,Receive & set Hall 2 Switch Gear Lineup 2B,26.13.H2.SWG,2026-02-25,2026-05-22,0
NB100119,Install & terminate Hall 2 Switch Gear Lineup 2B,26.13.H2.SWG,2025-10-01,2025-10-25,57
NB100120,Test & energize Hall 2 Switch Gear Lineup 2B,26.13.H2.SWG,2025-10-19,2026-02-23,0
NB100121,Receive & set Hall 2 Switch Gear Lineup 2C,26.13.H2.SWG,2025-12-28,2026-02-21,23
NB100122,,26.13.H2.SWG,2025-11-03,2026-02-21,0
NB100123,Test & energize Hall 2 Switch Gear Lineup 2C,26.13.H2.SWG,2026-01-15,2026-03-22,0
NB100124,Receive & set Hall 2 Switch Gear Lineup 2D,26.13.H2.SWG,2025-11-24,2026-02-09,0.0
NB100125,Install & terminate Hall 2 Switch Gear Lineup 2D,26.13.H2.SWG,2026-02-14,2026-05-08,0
NB100126,Test & energize Hall 2 Switch Gear Lineup 2D,26.13.H2.SWG,2025-10-27,2026-03-13,0
NB100127,Receive & set Hall 2 Critical power modules Module 2A1,26.33.H2.UPS,2026-02-05,2026-03-06,81
NB100128,Install & terminate Hall 2 Critical power modules Module 2A1,26.33.H2.UPS,2026-03-29,2026-05-16,40
NB100129,Test & energize Hall 2 Critical power modules Module 2A1,26.33.H2.UPS,2026-04-11,2026-06-08,23
NB100130,Receive & set Hall 2 Critical power modules Module 2B2,26.33.H2.UPS,2026-01-21,2026-02-11,0
NB100131,Install & terminate Hall 2 Critical power modules Module 2B2,26.33.H2.UPS,2026-02-03,2026-05-10,0
NB100132,Test & energize Hall 2 Critical power modules Module 2B2,26.33.H2.UPS,2026-02-02,2026-06-08,0
NB100133,Receive & set Hall 2 Critical power modules Module 2C3,26.33.H2.UPS,2025-12-22,2026-01-29,32
NB100134,Install & terminate Hall 2 Critical power modules Module 2C3,26.33.H2.UPS,2025-12-17,2026-03-06,27
NB100135,Test & energize Hall 2 Critical power modules Module 2C3,26.33.H2.UPS,2026-02-26,2026-04-15,0
NB100136,Receive & set Hall 2 Critical power modules Module 2D4,26.33.H2.UPS,2025-11-14,2025-12-28,50
NB100137,Install & terminate Hall 2 Critical power modules Module 2D4,26.33.H2.UPS,2026-02-28,2026-06-22,3
NB100138,Test & energize Hall 2 Critical power modules Module 2D4,26.33.H2.UPS,2025-10-31,2025-12-21,0.0
NB100139,Receive & set Hall 2 Power track Run 2-01,26.25.H2.BUS,2025-12-14,2026-02-07,28
NB100140,Install & terminate Hall 2 Power track Run 2-01,26.25.H2.BUS,2026-04-08,2026-05-13,42
NB100141,Test & energize Hall 2 Power track Run 2-01,26.25.H2.BUS,2025-12-11,2026-04-09,0
NB100142,Receive & set Hall 2 Power track Run 2-02,26.25.H2.BUS,2025-12-31,2026-03-24,26
NB100143,Install & terminate Hall 2 Power track Run 2-02,26.25.H2.BUS,2026-02-26,2026-05-29,0
NB100144,Test & energize Hall 2 Power track Run 2-02,26.25.H2.BUS,2026-02-06,2026-05-02,13
NB100145,Receive & set Hall 2 Power track Run 2-03,26.25.H2.BUS,2025-11-21,2026-01-07,95
NB100146,Install & terminate Hall 2 Power track Run 2-03,26.25.H2.BUS,2026-04-12,2026-07-10,13
NB100147,Test & energize Hall 2 Power track Run 2-03,26.25.H2.BUS,2026-01-27,2026-05-04,0
NB100148,Receive & set Hall 2 Power track Run 2-04,26.25.H2.BUS,2026-02-19,2026-04-04,0
NB100149,Install & terminate Hall 2 Power track Run 2-04,26.25.H2.BUS,2026-02-20,2026-07-05,0.0
NB100150,Test & energize Hall 2 Power track Run 2-04,26.25.H2.BUS,2026-04-16,2026-05-21,38
NB100151,Receive & set Hall 2 Power track Run 2-05,26.25.H2.BUS,2026-02-05,2026-05-13,23
NB100152,Install  &terminate Hall 2 Power track Run 2-05,26.25.H2.BUS,2025-10-24,2026-02-22,0
NB100153,Test & energize Hall 2 Power track Run 2-05,26.25.H2.BUS,2026-03-01,2026-04-27,0
NB100154,Receive & set Hall 2 Power track Run 2-06,26.25.H2.BUS,2025-10-03,2025-12-10,0
NB100155,Install & terminate Hall 2 Power track Run 2-06,26.25.H2.BUS,2026-01-14,2026-03-04,67
NB100156,Test & energize Hall 2 Power track Run 2-06,26.25.H2.BUS,2026-02-03,2026-05-04,0
NB100157,Receive & set Hall 2 Power track Run 2-07,26.25.H2.BUS,2025-11-28,2025-12-25,100
NB100158,Install & terminate Hall 2 Power track Run 2-07,26.25.H2.BUS,2026-02-17,2026-05-21,0
NB100159,Test & energize Hall 2 Power track Run 2-07,26.25.H2.BUS,2026-01-16,2026-02-19,0
NB100160,Receive & set Hall 2 Power track Run 2-08,26.25.H2.BUS,2026-04-14,2026-05-26,0
NB100161,Install & terminate Hall 2 Power track Run 2-08,26.25.H2.BUS,2025-11-10,2026-01-16,23
NB100162,Test & energize Hall 2 Power track Run 2-08,26.25.H2.BUS,2025-11-03,2026-01-21,0
NB100163,Set Hall 2 Computer Room Air Handler Unit 2-01,23.81.H2.CRAH,2026-01-06,2026-02-14,50
NB100164,Install & connect Hall 2 Computer Room Air Handler Unit 2-01,23.81.H2.CRAH,2026-01-13,2026-04-07,0
NB100165,Flush & commission Hall 2 Computer Room Air Handler Unit 2-01,23.81.H2.CRAH,2025-11-17,2026-01-05,0.469
NB100166,Set Hall 2 Computer Room Air Handler Unit 2-02,23.81.H2.CRAH,2025-10-04,2026-02-16,0
NB100167,Install & connect Hall 2 Computer Room Air Handler Unit 2-02,23.81.H2.CRAH,2026-03-11,2026-05-08,0
NB100168,Flush & commission Hall 2 Computer Room Air Handler Unit 2-02,23.81.H2.CRAH,2025-10-23,2026-01-22,20
NB100169,Set Hall 2 Computer Room Air Handler Unit 2-03,23.81.H2.CRAH,2025-12-01,2026-03-18,8
NB100170,Install & connect Hall 2 Computer Room Air Handler Unit 2-03,23.81.H2.CRAH,2025-10-03,2025-12-23,13
NB100171,Flush & commission Hall 2 Computer Room Air Handler Unit 2-03,23.81.H2.CRAH,2025-12-20,2026-01-27,42
NB100172,Set Hall 2 Computer Room Air Handler Unit 2-04,23.81.H2.CRAH,2025-10-10,2026-02-20,0.0
NB100173,Install & connect Hall 2 Computer Room Air Handler Unit 2-04,23.81.H2.CRAH,2025-10-13,2025-11-09,45
NB100174,Flush & commission Hall 2 Computer Room Air Handler Unit 2-04,23.81.H2.CRAH,2026-02-07,2026-04-28,13
NB100175,Set Hall 2 Computer Room Air Handler Unit 2-05,23.81.H2.CRAH,2025-11-30,2025-12-20,51
NB100176,Install & connect Hall 2 Computer Room Air Handler Unit 2-05,23.81.H2.CRAH,2026-01-11,2026-03-25,29
NB111650,Flush & commission Hall 2 Computer Room Air Handler Unit 2-05,23.81.H2.CRAH,2025-11-26,2026-04-21,0
NB100178,Set Hall 2 Computer Room Air Handler Unit 2-06,23.81.H2.CRAH,2026-01-28,2026-05-30,0
NB100179,Install & connect Hall 2 Computer Room Air Handler Unit 2-06,23.81.H2.CRAH,2026-03-21,2026-07-25,0
NB111651,Flush & commission Hall 2 Computer Room Air Handler Unit 2-06,23.81.H2.CRAH,2025-11-23,2026-03-26,0.0
NB100181,Set Hall 2 Computer Room Air Handler Unit 2-07,23.81.H2.CRAH,2026-02-22,2026-05-09,0
NB100182,Install & connect Hall 2 Computer Room Air Handler Unit 2-07,23.81.H2.CRAH,2026-03-15,2026-05-26,0
NB100183,Flush & commission Hall 2 Computer Room Air Handler Unit 2-07,23.81.H2.CRAH,2025-12-09,2026-04-11,0
NB100184,Set Hall 2 Process cooling water Loop 2A,23.21.H2.CHW,2025-12-15,2026-03-29,0
NB100185,Install & connect Hall 2 Process cooling water Loop 2A,23.21.H2.CHW,2026-02-09,2026-06-17,0
NB100186,Flush & commission Hall 2 Process cooling water Loop 2A,23.21.H2.CHW,2025-10-07,2025-12-27,0
NB100187,Set Hall 2 Process cooling water Loop 2B,23.21.H2.CHW,2025-12-31,2026-04-23,0
NB100188,Install & connect Hall 2 Process cooling water Loop 2B,23.21.H2.CHW,2025-11-09,2026-02-08,0
NB100189,Flush & commission Hall 2 Process cooling water Loop 2B,23.21.H2.CHW,2025-11-28,2026-02-14,18
NB100190,Install panels Hall 2 BMS Panel DDC-201,25.10.H2.BMS,2025-11-10,2026-03-04,1
NB100191,Program Hall 2 BMS Panel DDC-201,25.10.H2.BMS,2025-12-01,2026-04-28,0
NB100192,Integrated test Hall 2 BMS Panel DDC-201,25.10.H2.BMS,2025-12-10,2026-02-05,0
NB100193,Intsall panels Hall 2 BMS Panel DDC-202,25.10.H2.BMS,2026-04-06,2026-06-05,20
NB111652,Program Hall 2 BMS Panel DDC-202,25.10.H2.BMS,2026-04-09,2026-06-11,29
NB100195,,25.10.H2.BMS,2025-10-11,2026-03-09,0
NB100196,Install panels Hall 2 BMS Panel DDC-203,25.10.H2.BMS,2026-01-20,2026-03-21,0
NB100197,Program Hall 2 BMS Panel DDC-203,25.10.H2.BMS,2025-12-02,2026-03-18,7
NB100198,Integrated test Hall 2 BMS Panel DDC-203,25.10.H2.BMS,2026-03-31,2026-07-06,13
NB100199,Install panels Hall 2 BMS Panel DDC-204,25.10.H2.BMS,2025-12-01,2026-03-20,11
NB100200,Program Hall 2 BMS Panel DDC-204,25.10.H2.BMS,2025-11-01,2025-12-23,0
NB100201,Integrated test Hall 2 BMS Panel DDC-204,25.10.H2.BMS,2026-02-08,2026-03-23,46
NB100202,Install panels Hall 2 BMS Panel DDC-205,25.10.H2.BMS,2026-03-01,2026-04-02,0
NB100203,Program Hall 2 BMS Panel DDC-205,25.10.H2.BMS,2025-10-28,2026-03-03,0
NB100204,Integrated test Hall 2 BMS Panel DDC-205,25.10.H2.BMS,2026-01-17,2026-02-24,0
NB100205,Install panels Hall 2 BMS Panel DDC-206,25.10.H2.BMS,2026-04-16,2026-05-14,32
NB100206,Program Hall 2 BMS Panel DDC-206,25.10.H2.BMS,2026-01-06,2026-02-01,32
NB100207,Integrated test Hall 2 BMS Panel DDC-206,25.10.H2.BMS,2025-10-01,2025-12-26,18
NB100208,Install panels Hall 2 BMS Panel DDC-207,25.10.H2.BMS,2026-02-13,2026-04-09,31
NB100209,Program Hall 2 BMS Panel DDC-207,25.10.H2.BMS,2026-01-14,2026-06-11,0
NB100210,Integrated test Hall 2 BMS Panel DDC-207,25.10.H2.BMS,2026-03-25,2026-05-19,38
NB100211,Install panels Hall 2 PQ meters Meter set 201,25.30.H2.EPMS,2025-11-26,2025-12-26,52
NB100212,Program Hall 2 PQ meters Meter set 201,25.30.H2.EPMS,2026-03-31,2026-07-28,0
NB111653,Integrated test Hall 2 PQ meters Meter set 201,25.30.H2.EPMS,2026-02-15,2026-04-23,21
NB100214,Install panels Hall 2 PQ meters Meter set 202,25.30.H2.EPMS,2026-01-24,2026-06-05,0
NB100215,Program Hall 2 PQ meters Meter set 202,25.30.H2.EPMS,2025-12-19,2026-04-07,4
NB100216,Integrated test Hall 2 PQ meters Meter set 202,25.30.H2.EPMS,2025-11-11,2026-01-27,20
NB100217,Install panels Hall 2 PQ meters Meter set 203,25.30.H2.EPMS,2025-11-12,2025-12-12,0
NB100218,Program Hall 2 PQ meters Meter set 203,25.30.H2.EPMS,2026-01-10,2026-03-05,30
NB100219,Integrated test Hall 2 PQ meters Meter set 203,25.30.H2.EPMS,2026-02-19,2026-05-07,19
NB100220,Install panels Hall 2 PQ meters Meter set 204,25.30.H2.EPMS,2026-03-14,2026-05-11,0
NB100221,Program Hall 2 PQ meters Meter set 204,25.30.H2.EPMS,2025-12-11,2026-04-10,0
NB100222,Integrated test Hall 2 PQ meters Meter set 204,25.30.H2.EPMS,2025-10-03,2025-12-22,16
NB100223,Install panels Hall 2 PQ meters Meter set 205,25.30.H2.EPMS,2026-01-02,2026-03-04,24
NB100224,Program Hall 2 PQ meters Meter set 205,25.30.H2.EPMS,2025-10-10,2025-11-19,0.519
NB100225,Integrated test Hall 2 PQ meters Meter set 205,25.30.H2.EPMS,2026-01-19,2026-05-23,0
NB100226,Install panels Hall 2 PQ meters Meter set 206,25.30.H2.EPMS,2025-11-24,2026-03-20,0
NB100227,Program Hall 2 PQ meters Meter set 206,25.30.H2.EPMS,2026-02-12,2026-05-10,16
NB100228,Integrated test Hall 2 PQ meters Meter set 206,25.30.H2.EPMS,2026-03-22,2026-06-03,24
NB100229,Receive & set Hall 3 Switch Gear Lineup 3A,26.13.H3.SWG,2025-11-22,2026-01-20,39
NB111654,Install & terminate Hall 3 Switch Gear Lineup 3A,26.13.H3.SWG,2026-02-16,2026-07-14,0
NB100231,Test & energize Hall 3 Switch Gear Lineup 3A,26.13.H3.SWG,2025-11-02,2026-01-12,0
NB100232,Receive & set Hall 3 Switch Gear Lineup 3B,26.13.H3.SWG,2025-12-12,2026-01-02,44
NB100233,Install & terminate Hall 3 Switch Gear Lineup 3B,26.13.H3.SWG,2026-02-18,2026-03-20,31
NB100234,,26.13.H3.SWG,2026-03-18,2026-04-27,46
NB100235,Receive & set Hall 3 Switch Gear Lineup 3C,26.13.H3.SWG,2026-03-30,2026-05-18,69
NB100236,Install & terminate Hall 3S witch Gear Lineup 3C,26.13.H3.SWG,2026-03-18,2026-04-07,0
NB100237,Test & energize Hall 3 Switch Gear Lineup 3C,26.13.H3.SWG,2025-10-24,2026-03-13,0
NB100238,,26.33.H3.UPS,2025-12-23,2026-03-28,0
NB100239,Install & terminate Hall 3 Critical power modules Module 3A1,26.33.H3.UPS,2025-12-16,2026-03-15,0
NB100240,Test & energize Hall 3 Critical power modules Module 3A1,26.33.H3.UPS,2025-10-24,2026-01-07,0
NB100241,Receive & set Hall 3 Critical power modules Module 3B2,26.33.H3.UPS,2026-03-09,2026-06-17,23
NB100242,Install & terminate Hall 3 Critical power modules Module 3B2,26.33.H3.UPS,2026-02-10,2026-04-04,0
NB100243,Test & energize Hall  3Critical power modules Module 3B2,26.33.H3.UPS,2026-03-10,2026-07-25,0
NB100244,Receive & set Hall 3 Critical power modules Module 3C3,26.33.H3.UPS,2026-01-23,2026-05-11,5
NB100245,Install & terminate Hall 3 Critical power modules Module 3C3,26.33.H3.UPS,2025-11-05,2026-03-02,0
NB100246,Test & energize Hall 3 Critical power modules Module 3C3,26.33.H3.UPS,2025-10-06,2026-01-03,27
NB100247,Receive & set Hall 3 Critical power modules Module 3D4,26.33.H3.UPS,2026-03-08,2026-06-05,0
NB100248,Install & terminate Hall 3 Critical power modules Module 3D4,26.33.H3.UPS,2026-03-12,2026-04-11,35
NB100249,Test & energize Hall 3 Critical power modules Module 3D4,26.33.H3.UPS,2025-10-08,2025-12-19,40
NB100250,Receive & set Hall 3 Critical power modules Module 3E5,26.33.H3.UPS,2025-11-15,2026-02-27,0
NB100251,Install & terminate Hall 3 Critical power modules Module 3E5,26.33.H3.UPS,2026-02-22,2026-06-05,0
